# ORCID IDs of authors from papers cited in 2025 publications (OpenAlex ID: A5052404353)
# Total unique authors with ORCID: 1684
# Format: ORCID_ID | OpenAlex_ID | Display_Name

0000-0002-0181-2786 | A5059338477 | Xinkai Fu
0000-0002-0201-7717 | A5091271727 | Fangni Lei
0000-0002-0211-4162 | A5055801778 | Nico Bauer
0000-0002-0219-5345 | A5009706261 | Jana Sillmann
0000-0002-0230-3676 | A5102934266 | Erica R.H. Fuchs
0000-0002-0252-1462 | A5024873135 | Giuseppe Formetta
0000-0002-0260-2633 | A5082853792 | Noureddine El Baraka
0000-0002-0267-8953 | A5005927168 | Richard W. Katz
0000-0002-0288-727X | A5100641767 | Jinyu Wen
0000-0002-0319-4950 | A5100383027 | Ying Chen
0000-0002-0331-0253 | A5023009602 | Theophilus Nii Odai Mensah
0000-0002-0334-6408 | A5036107976 | Xiaofan Xing
0000-0002-0341-7229 | A5101857024 | Katrina Brown
0000-0002-0390-238X | A5073776768 | Stephen Po–Chedley
0000-0002-0392-284X | A5048323819 | Massimo Bonavita
0000-0002-0407-2891 | A5079265277 | Adelle Thomas
0000-0002-0414-0882 | A5034174402 | Lawrence Coy
0000-0002-0420-3951 | A5058530246 | Scott Samuelsen
0000-0002-0420-5615 | A5101918945 | Jiayi Fang
0000-0002-0425-1996 | A5048034354 | Finn Müller-Hansen
0000-0002-0440-2459 | A5049651798 | Jeremy Hess
0000-0002-0460-4245 | A5046475317 | Anthony Costello
0000-0002-0461-8874 | A5064934376 | A.T.D. Perera
0000-0002-0465-5923 | A5029429221 | Richard Bintanja
0000-0002-0514-7058 | A5049869448 | Trevor Houser
0000-0002-0518-4318 | A5061583130 | Amy Schweikert
0000-0002-0533-745X | A5016393409 | Carina J. Gronlund
0000-0002-0549-2732 | A5081592562 | I. S. Nurhati
0000-0002-0550-9610 | A5071731805 | Paul M. Chakalian
0000-0002-0572-5639 | A5053044752 | Sarah Féron
0000-0002-0590-248X | A5025660915 | Tanvi Agrawal
0000-0002-0591-9193 | A5008579654 | Irene Cionni
0000-0002-0595-3682 | A5063597830 | Matthew J. Eckelman
0000-0002-0602-8333 | A5041690420 | Nadeem Iqbal
0000-0002-0606-9717 | A5019693973 | Andrés F. Clarens
0000-0002-0608-7288 | A5053346548 | Markus G. Donat
0000-0002-0615-6087 | A5085555153 | C. Mullin
0000-0002-0621-1584 | A5003579359 | Gemechu Fanta Garuma
0000-0002-0667-0035 | A5028658261 | Eva P. S. Eibl
0000-0002-0673-5847 | A5090764227 | Suzanne M. Rosier
0000-0002-0679-2219 | A5088851317 | Peter M. Cox
0000-0002-0681-9565 | A5080485067 | Paul Tautorat
0000-0002-0684-4955 | A5037354295 | Rupert Way
0000-0002-0703-4786 | A5032167011 | Catherine Ivanovich
0000-0002-0712-1425 | A5091477086 | Moctar Camara
0000-0002-0731-0357 | A5080052152 | Tara Chen
0000-0002-0746-2852 | A5039352478 | Katherine Z. Rinaldi
0000-0002-0788-1328 | A5091665411 | Martha Frysztacki
0000-0002-0790-9298 | A5088850494 | Da Zhang
0000-0002-0811-0816 | A5057593273 | Carolyn Hayles
0000-0002-0833-7674 | A5060617433 | Yet‐Ming Chiang
0000-0002-0862-0808 | A5085632683 | Jon Barnett
0000-0002-0870-5609 | A5089422779 | María de los Milagros Skansi
0000-0002-0878-6349 | A5023599921 | Varun Sivaram
0000-0002-0886-6699 | A5028911353 | Qiuhong Tang
0000-0002-0904-3141 | A5002521218 | Richard Jones
0000-0002-0908-5130 | A5079971003 | Jiang Zhu
0000-0002-0936-7277 | A5024897771 | Christopher Jack
0000-0002-0949-3994 | A5075348656 | David J. Frame
0000-0002-0965-3142 | A5000623225 | Lena Neij
0000-0002-0973-2481 | A5100629367 | Yuanyuan Li
0000-0002-1001-484X | A5036244319 | John P. Weyant
0000-0002-1014-9023 | A5041700377 | Gemma Narisma
0000-0002-1040-8611 | A5040120402 | Zhenyu Zhuo
0000-0002-1040-9227 | A5042028122 | Maria Amélia Rodrigues da Silva Enríquez
0000-0002-1088-8862 | A5100369592 | Xiaoming Wang
0000-0002-1117-2735 | A5091529060 | Manuela De Sario
0000-0002-1117-6437 | A5032119192 | Ramón de Elía
0000-0002-1129-0360 | A5002205432 | Kostas Fragkiadakis
0000-0002-1134-0524 | A5038079992 | Alain Ayong Le Kama
0000-0002-1145-9509 | A5054971199 | Diana Reckien
0000-0002-1146-3938 | A5005206535 | David M. Konisky
0000-0002-1163-4135 | A5059789066 | Tobias Gauster
0000-0002-1214-4808 | A5057680832 | Seunghan Lee
0000-0002-1224-5940 | A5068756115 | André Faaij
0000-0002-1234-4906 | A5029814744 | Suzanne Greene
0000-0002-1244-1079 | A5066116913 | Xi Yang
0000-0002-1274-6438 | A5019398833 | Zhongfeng Xu
0000-0002-1277-1115 | A5062450915 | Gwenny Thomassen
0000-0002-1297-4262 | A5007671120 | P.W. Gerbens-Leenes
0000-0002-1301-807X | A5012564904 | Mohammed Guezgouz
0000-0002-1307-6376 | A5017437844 | Bernhard Steubing
0000-0002-1324-2389 | A5087653323 | Aytaç Paçal
0000-0002-1354-167X | A5100443893 | Michael B. McElroy
0000-0002-1367-216X | A5072924652 | Yadu Pokhrel
0000-0002-1368-905X | A5101981437 | Ye Hang
0000-0002-1378-3142 | A5028418154 | Anders Arvesen
0000-0002-1382-7424 | A5084525486 | Matthias Büchner
0000-0002-1388-3303 | A5001346885 | Francesco Dottori
0000-0002-1393-8431 | A5021028964 | David Parsons
0000-0002-1398-4374 | A5039453537 | Doris Folini
0000-0002-1403-2180 | A5091579037 | Francisco Estrada
0000-0002-1404-0682 | A5003337835 | Vasiliki Ι. Chalastani
0000-0002-1411-9833 | A5054925735 | Amos Zemel
0000-0002-1428-3529 | A5044401413 | Xu Lian
0000-0002-1435-2694 | A5016538838 | Deanna Kemp
0000-0002-1464-6465 | A5089196623 | Andy Gouldson
0000-0002-1468-9422 | A5103070698 | Emmanouil N. Anagnostou
0000-0002-1469-2568 | A5020388835 | Peter Berg
0000-0002-1475-5696 | A5052253648 | Martin Beuse
0000-0002-1481-0333 | A5015444230 | Gabrielle Gaustad
0000-0002-1481-2961 | A5014483977 | Alejandro Di Luca
0000-0002-1482-1366 | A5040503691 | Philip Hackstock
0000-0002-1493-4598 | A5085429075 | Peter Pfleiderer
0000-0002-1497-4813 | A5027969559 | Vahid M. Nik
0000-0002-1509-8536 | A5008459642 | Clay Trauernicht
0000-0002-1517-6602 | A5087576182 | Ándrás Horányi
0000-0002-1546-1550 | A5030666262 | Łukasz Bartela
0000-0002-1594-4245 | A5009736412 | Barbara K. Reck
0000-0002-1605-8448 | A5074053393 | Guannan Geng
0000-0002-1639-2323 | A5038709318 | Santha Akella
0000-0002-1653-4854 | A5033227324 | Hai Xiang Lin
0000-0002-1659-5155 | A5070284965 | Maruf Yakubu Ahmed
0000-0002-1663-0029 | A5027944579 | Jiawei Wu
0000-0002-1671-3262 | A5004526973 | Detlef Stolten
0000-0002-1675-6967 | A5013657038 | G. Biavati
0000-0002-1684-8247 | A5016455866 | Christopher B. Field
0000-0002-1699-6119 | A5080946992 | Luke J. Harrington
0000-0002-1707-9531 | A5032592151 | Damien Giurco
0000-0002-1716-6192 | A5012429983 | Evelina Trutnevyte
0000-0002-1736-5052 | A5037378425 | Duo Cui
0000-0002-1745-3634 | A5021304034 | Gianpaolo Balsamo
0000-0002-1757-0339 | A5041489207 | Anna Littleboy
0000-0002-1766-6592 | A5100604759 | Yuming Guo
0000-0002-1776-116X | A5083132861 | Johannes Hampp
0000-0002-1777-2651 | A5019516481 | Julia Keenan
0000-0002-1800-7724 | A5074860559 | Michael Doumpos
0000-0002-1806-4091 | A5100771544 | Hanqin Tian
0000-0002-1810-7215 | A5026155170 | Kathleen L. McInnes
0000-0002-1813-0159 | A5003077921 | Panmao Zhai
0000-0002-1823-6535 | A5061615901 | Gang Liu
0000-0002-1840-7277 | A5078815240 | Julian David Hunt
0000-0002-1845-9579 | A5032965201 | Xizhe Yan
0000-0002-1846-0334 | A5038462927 | Megan Lukas-Sithole
0000-0002-1852-895X | A5071487805 | Benedikt Bruckner
0000-0002-1871-8999 | A5013092108 | Haidong Kan
0000-0002-1887-887X | A5064874166 | Duoying Ji
0000-0002-1914-3218 | A5000703550 | Cindy Chu
0000-0002-1967-3382 | A5005317955 | Peter Bechtold
0000-0002-1980-0759 | A5027536600 | Wei Peng
0000-0002-1999-1823 | A5018520453 | Xavier Abellan
0000-0002-2004-230X | A5100421150 | Ji Li
0000-0002-2024-9191 | A5071289544 | Jim W. Hall
0000-0002-2035-088X | A5101878793 | Bo Xing
0000-0002-2044-1335 | A5058598722 | Christiane Zarfl
0000-0002-2062-131X | A5042307561 | H. Vincent Poor
0000-0002-2066-3456 | A5004547034 | James D. Ford
0000-0002-2069-7648 | A5003151143 | Abiodun Egbetokun
0000-0002-2074-0829 | A5056371388 | Solomon Hsiang
0000-0002-2077-3487 | A5034711802 | Chelsie W. W. Counsell
0000-0002-2089-3083 | A5044298544 | Frank Pega
0000-0002-2089-3091 | A5086394072 | Paula Bezerra
0000-0002-2100-0312 | A5045054843 | Marten Scheffer
0000-0002-2105-6287 | A5063228061 | Ann van Griensven
0000-0002-2116-1861 | A5017176920 | Shichao Chen
0000-0002-2117-7054 | A5045285968 | Yu Nagai
0000-0002-2119-6984 | A5008000765 | Dallas Burtraw
0000-0002-2123-9622 | A5038538956 | Carole Dalin
0000-0002-2125-1963 | A5029058379 | Kathryn Bowen
0000-0002-2132-6435 | A5030114462 | Alexander J. Northrop
0000-0002-2136-4781 | A5033218700 | Lolita Shaila Safaee Chalkasra
0000-0002-2140-0420 | A5085424602 | Peter Sherman
0000-0002-2150-2662 | A5073482579 | Ruipu Yang
0000-0002-2153-1658 | A5055698210 | Sónia Jerez
0000-0002-2169-3577 | A5090601664 | Yongqing Bai
0000-0002-2188-4218 | A5084910408 | Joachim Seel
0000-0002-2198-1595 | A5065968687 | Susan Hanson
0000-0002-2264-1015 | A5052004632 | Colleen Golja
0000-0002-2271-3568 | A5027193250 | Antonio Gasparrini
0000-0002-2294-7823 | A5006028714 | Irina Gorodetskaya
0000-0002-2304-8651 | A5071131983 | Lisa R. Leon
0000-0002-2311-8365 | A5101889677 | Walter R. Torres
0000-0002-2332-8143 | A5013081978 | Jonathan Chambers
0000-0002-2343-4827 | A5007950584 | Lint Barrage
0000-0002-2364-2810 | A5077574905 | Michael Greenstone
0000-0002-2368-7015 | A5083413349 | Sebastian Ostberg
0000-0002-2376-0868 | A5019078558 | Sha Feng
0000-0002-2391-1566 | A5077602902 | Tsan Sheng Ng
0000-0002-2414-045X | A5081735810 | Michael Delgado
0000-0002-2422-1110 | A5054699537 | Garry Sotnik
0000-0002-2425-7308 | A5048028624 | Andrew Kruczkiewicz
0000-0002-2426-7071 | A5009993647 | Jeffrey A. Bennett
0000-0002-2437-482X | A5057522775 | René Benders
0000-0002-2444-367X | A5070264015 | Linda Shi
0000-0002-2448-0665 | A5040738971 | Karen O’Brien
0000-0002-2476-1635 | A5055158467 | Xu Tang
0000-0002-2503-7059 | A5006713928 | Diarmid Campbell‐Lendrum
0000-0002-2512-5876 | A5064185751 | Chengjian Xu
0000-0002-2528-1473 | A5084163439 | Adam R. Brandt
0000-0002-2531-7640 | A5066185695 | Firuz Ahamed Nahid
0000-0002-2533-3739 | A5076385113 | Jan Volkholz
0000-0002-2540-1092 | A5031440281 | Ryan Wiser
0000-0002-2565-5543 | A5045610213 | Haikun Wang
0000-0002-2591-6483 | A5028832864 | Denitsa Angelova
0000-0002-2597-8422 | A5082984376 | Michelle T. H. van Vliet
0000-0002-2599-0042 | A5000775908 | Nicole van Maanen
0000-0002-2611-487X | A5079340690 | Dinand Schepers
0000-0002-2617-7168 | A5019644280 | Remus Teodorescu
0000-0002-2657-9191 | A5003717884 | John Paul Helveston
0000-0002-2677-2581 | A5038278347 | Kenneth Strzepek
0000-0002-2686-6764 | A5048105341 | Christine Kirchhoff
0000-0002-2688-118X | A5063240615 | Laura Díaz Anadón
0000-0002-2698-199X | A5059063020 | Michael Pahle
0000-0002-2723-1728 | A5052622584 | Nina M. Flores
0000-0002-2752-7924 | A5100445951 | Tong Zhu
0000-0002-2766-6297 | A5078142331 | José Manuel Gutiérrez
0000-0002-2776-9130 | A5006604632 | Joan M. Ogden
0000-0002-2793-9187 | A5101480389 | Anne Hamilton
0000-0002-2801-8240 | A5019534820 | Lam Thi Mai Huynh
0000-0002-2802-9927 | A5032542557 | Zahra Zali
0000-0002-2803-3141 | A5103216146 | Xingli Zou
0000-0002-2833-9407 | A5041207762 | Tyler D. Eddy
0000-0002-2843-3030 | A5005909609 | Rollan C. Geronimo
0000-0002-2862-0178 | A5060648323 | Jan C. Minx
0000-0002-2867-8855 | A5006859394 | Gary Griggs
0000-0002-2904-5013 | A5024282465 | Fang Huang
0000-0002-2906-1419 | A5080454664 | Robbert Biesbroek
0000-0002-2916-8179 | A5101868981 | Jordan L. Calderon
0000-0002-2926-0581 | A5085329398 | Zeke Hausfather
0000-0002-2928-8664 | A5004830559 | Bettina K. Gier
0000-0002-2935-4799 | A5091181334 | Paul Behrens
0000-0002-2938-8921 | A5067847375 | Daniel‐Ioan Stroe
0000-0002-2943-9557 | A5080873534 | Saleem H. Ali
0000-0002-2948-2811 | A5071584695 | Manoj Joshi
0000-0002-2962-2394 | A5025307448 | Claudia Inés Galli
0000-0002-2967-9593 | A5022651298 | Lorenzo Mentaschi
0000-0002-2980-0402 | A5069581360 | Allen A. Fawcett
0000-0002-2989-3469 | A5006089710 | Anya Nakhmurina
0000-0002-3041-076X | A5023844474 | Sébastien Villaume
0000-0002-3045-3145 | A5037741911 | Patricia Nayna Schwerdtle
0000-0002-3058-169X | A5006100087 | Justice Issah Musah-Surugu
0000-0002-3072-5817 | A5026319917 | Neha Chauhan
0000-0002-3079-0600 | A5087699972 | Govindasamy Bala
0000-0002-3091-6605 | A5015886324 | Sebastian Goers
0000-0002-3102-3374 | A5044729519 | Nella Canales
0000-0002-3115-1755 | A5083204041 | William Kakenmaster
0000-0002-3122-1397 | A5090470610 | Praveen Kumar
0000-0002-3147-0764 | A5081530725 | Alejandro Toriello
0000-0002-3167-8194 | A5042813873 | Yamina Saheb
0000-0002-3171-0262 | A5011278153 | Niels Oliver Nagel
0000-0002-3177-408X | A5019505804 | Sarah Burch
0000-0002-3180-5157 | A5081199934 | Robin J. Hogan
0000-0002-3205-0542 | A5071760611 | C. Adam Schlosser
0000-0002-3205-5562 | A5062158201 | Richard G. Newell
0000-0002-3205-8464 | A5051497691 | Yun Li
0000-0002-3210-9209 | A5079684775 | Jae Edmonds
0000-0002-3221-9467 | A5087402778 | L. Ruby Leung
0000-0002-3240-2149 | A5027110619 | Yun Hang
0000-0002-3244-076X | A5101709055 | Matthias Otto
0000-0002-3307-2647 | A5023849961 | Elmar Kriegler
0000-0002-3338-4210 | A5003154013 | Yonglong Lü
0000-0002-3376-8871 | A5043843972 | Abhishek Malhotra
0000-0002-3377-7209 | A5100723207 | Shihui Zhang
0000-0002-3380-7471 | A5102853565 | Jinhua Zhao
0000-0002-3381-4030 | A5085173198 | Arlindo da Silva
0000-0002-3386-4054 | A5031753577 | Vito M. R. Muggeo
0000-0002-3406-6214 | A5006939159 | Chris Vernon
0000-0002-3431-2171 | A5078491193 | Eric Ingersoll
0000-0002-3437-5383 | A5059608069 | Max Popp
0000-0002-3439-4111 | A5079385957 | Jay Whitacre
0000-0002-3445-3660 | A5076865370 | Julia B. Pazmino Murillo
0000-0002-3449-7823 | A5033331725 | Noah Kittner
0000-0002-3463-893X | A5021778833 | Gerald Lim
0000-0002-3476-1137 | A5039253956 | Lorenzo Minola
0000-0002-3494-0469 | A5067085371 | Aristides Kiprakis
0000-0002-3521-0011 | A5088524950 | Alan Barreca
0000-0002-3536-2787 | A5082802156 | Matthew C. Ives
0000-0002-3543-6889 | A5071483790 | Mark Dekker
0000-0002-3565-7526 | A5058104197 | Gokul Iyer
0000-0002-3596-8287 | A5012391383 | Richard Forbes
0000-0002-3600-8501 | A5089371338 | Світлана Маслова
0000-0002-3614-2962 | A5074086398 | Juraj Pekár
0000-0002-3616-386X | A5036951566 | Lorenzo Alfieri
0000-0002-3619-7568 | A5001535068 | Martin Wild
0000-0002-3626-5778 | A5065020014 | Raquel Ruiz‐Díaz
0000-0002-3641-7225 | A5038524291 | Marina Treskova
0000-0002-3650-6201 | A5031897255 | Robert Mendelsohn
0000-0002-3667-1071 | A5049082888 | Siegfried D. Schubert
0000-0002-3685-1531 | A5046014863 | Kristen L. Wilson
0000-0002-3688-1351 | A5103079879 | Amadou Thierno Gaye
0000-0002-3709-7323 | A5032681268 | Roberto Schaeffer
0000-0002-3732-7934 | A5088084219 | Larissa Larsen
0000-0002-3733-4296 | A5054164034 | Sally M. Benson
0000-0002-3734-4267 | A5079988424 | Bernardo A. Bastien-Olvera
0000-0002-3754-3506 | A5081931093 | Paulo Ceppi
0000-0002-3763-2576 | A5011498841 | Catherine Graves
0000-0002-3795-2983 | A5065634079 | Krzysztof Wargan
0000-0002-3800-677X | A5089130442 | Charlie Pilgrim
0000-0002-3800-7887 | A5080016643 | Custódio Matavel
0000-0002-3868-8176 | A5001100407 | Xuan Vinh Vo
0000-0002-3888-1769 | A5052179496 | Mitra Kamidelivand
0000-0002-3906-5544 | A5068995222 | Athanasios T. Vafeidis
0000-0002-3908-0314 | A5021555280 | Omolayo Bukola Oluwatope
0000-0002-3924-4657 | A5022976710 | Marina Romanello
0000-0002-3926-2206 | A5061319581 | Eranga K. Galappaththi
0000-0002-3932-4702 | A5073252257 | Marian Leimbach
0000-0002-3964-428X | A5087357757 | Oscar van Vliet
0000-0002-3965-1359 | A5010365641 | Michelle L. Bell
0000-0002-3986-9753 | A5031845475 | June‐Yi Lee
0000-0002-3989-9610 | A5108719846 | Annie Thomas
0000-0002-4007-3189 | A5042575873 | T. E. Graedel
0000-0002-4008-2026 | A5058081726 | Yohan Ruprich‐Robert
0000-0002-4064-704X | A5025818657 | Marian Reiff
0000-0002-4066-2514 | A5018800117 | Anna Viktoria Rohrer
0000-0002-4087-7662 | A5057510775 | Laurent Drouet
0000-0002-4108-2650 | A5086408817 | Nicole Jackson
0000-0002-4109-3405 | A5065174727 | Junting Zhong
0000-0002-4123-2460 | A5036377247 | Jun Yang
0000-0002-4124-0612 | A5077264335 | C. A. Senior
0000-0002-4133-5275 | A5085079817 | G. Viero
0000-0002-4139-9930 | A5050574065 | Erin Baker
0000-0002-4157-1446 | A5034303413 | Thierry Pellarin
0000-0002-4159-1295 | A5083816490 | Gabriele C. Hegerl
0000-0002-4174-2743 | A5027018427 | Jane W. Baldwin
0000-0002-4191-6969 | A5062139031 | Ilan Kelman
0000-0002-4213-0570 | A5017368088 | Robert Petroski
0000-0002-4214-1106 | A5012522348 | Paulina Jaramillo
0000-0002-4219-3950 | A5007742195 | D. J. Arent
0000-0002-4226-8713 | A5053287727 | Grigory Nikulin
0000-0002-4238-0692 | A5041371862 | Will McDowall
0000-0002-4240-595X | A5074135576 | Jan Čermák
0000-0002-4252-5863 | A5000950737 | Leena Srivastava
0000-0002-4253-1390 | A5026319371 | Biljana Macura
0000-0002-4255-4568 | A5012046085 | Daniel Tong
0000-0002-4287-2363 | A5049667573 | Julie M. Arblaster
0000-0002-4309-2561 | A5063572193 | Antonia Sebastian
0000-0002-4327-3813 | A5003540571 | Frédéric Chevallier
0000-0002-4343-8673 | A5011939366 | Jasleen Kaur
0000-0002-4345-6812 | A5026097299 | Alexandre Chagnes
0000-0002-4363-042X | A5063164547 | Hazem Abdel-Khalek
0000-0002-4371-7736 | A5022663599 | Daniel Sperling
0000-0002-4385-8846 | A5072520379 | Victoria Flexer
0000-0002-4388-7882 | A5078617276 | Daphne Munroe
0000-0002-4390-0063 | A5053966103 | Maximilian Parzen
0000-0002-4392-3230 | A5063493692 | Zhili Wang
0000-0002-4436-512X | A5016144119 | Wenjia Cai
0000-0002-4448-3847 | A5072039362 | Yasir Riaz
0000-0002-4476-9458 | A5074311929 | Jennifer Ailshire
0000-0002-4485-0168 | A5103235943 | Yanxiu Liu
0000-0002-4496-1706 | A5001387267 | Robert N. Stavins
0000-0002-4531-9846 | A5072878837 | Jennifer Niemann
0000-0002-4532-854X | A5007005372 | Ardhasena Sopaheluwakan
0000-0002-4536-7530 | A5026783306 | Tomonori Saito
0000-0002-4540-0687 | A5058425683 | Giovanna De Chiara
0000-0002-4542-0768 | A5030734122 | Harry Kennard
0000-0002-4572-602X | A5039072657 | Celia McMichael
0000-0002-4591-643X | A5052404353 | Ken Caldeira
0000-0002-4593-3643 | A5011458610 | Qinqin Kong
0000-0002-4625-874X | A5022230602 | Jan C. Semenza
0000-0002-4628-7903 | A5016283164 | Olga Gasparyan
0000-0002-4681-7791 | A5043341053 | Paul Deane
0000-0002-4723-4184 | A5009307388 | Muhammad Mohsin
0000-0002-4723-8062 | A5073909836 | Francis Nkrumah
0000-0002-4755-8656 | A5009342516 | Inês L. Azevedo
0000-0002-4759-6708 | A5049856811 | Fernando Aguilar Lopez
0000-0002-4766-5136 | A5046912549 | Leon Schumm
0000-0002-4767-2723 | A5049205667 | Zebedee Nicholls
0000-0002-4780-9347 | A5003180662 | Matteo Giuliani
0000-0002-4785-2951 | A5100584484 | Feng Song
0000-0002-4791-4438 | A5065247841 | Sandrine Bony
0000-0002-4794-9403 | A5088822272 | Benjamin K. Sovacool
0000-0002-4800-1825 | A5079938817 | Xu Tang
0000-0002-4810-3901 | A5028286414 | Chi-Jen Yang
0000-0002-4810-4293 | A5047677600 | Giulia Scarpa
0000-0002-4813-082X | A5001906799 | Weiming Xiong
0000-0002-4819-3724 | A5042423363 | Fang Zhao
0000-0002-4825-9797 | A5028133858 | Emma L. Tompkins
0000-0002-4826-5118 | A5039584931 | Didier Hauglustaine
0000-0002-4843-4903 | A5023079714 | Peter Lawrence
0000-0002-4845-6651 | A5100773874 | Bo Li
0000-0002-4848-4089 | A5102502650 | Zongzheng Yan
0000-0002-4849-1019 | A5030091301 | Peter C. Jacobson
0000-0002-4852-1177 | A5029945844 | Sonia Yeh
0000-0002-4871-1720 | A5019784192 | Saleh Abdalla
0000-0002-4905-3432 | A5100403169 | Lin Wang
0000-0002-4934-3421 | A5038103208 | Edgar G. Hertwich
0000-0002-4939-2872 | A5034449619 | Sascha Samadi
0000-0002-4950-0183 | A5013203953 | Elizabeth Robinson
0000-0002-4962-1292 | A5016396938 | Mohammad Aminur Rahman Shah
0000-0002-4976-2319 | A5035653634 | Claire Lepault
0000-0002-4989-6341 | A5089658419 | Bryan Hannegan
0000-0002-4989-9681 | A5076555147 | Kavan Javanroodi
0000-0002-5035-8209 | A5083126419 | Michael R. Davidson
0000-0002-5045-9034 | A5079388508 | Davide Poli
0000-0002-5048-0941 | A5000032431 | Maialen Iturbide
0000-0002-5049-5721 | A5028394308 | Katharina Gruber
0000-0002-5050-8529 | A5052233626 | Emi Mizuno
0000-0002-5058-1718 | A5052102502 | Patrick T. Brown
0000-0002-5063-3776 | A5005558847 | Xi Lu
0000-0002-5071-7742 | A5017177541 | Robert Dubrow
0000-0002-5087-3446 | A5102907319 | Hou Jiang
0000-0002-5092-7563 | A5032272294 | Naota Hanasaki
0000-0002-5093-3699 | A5055351519 | Ryan Jones
0000-0002-5153-7081 | A5032289249 | Xuewei Fan
0000-0002-5159-3446 | A5054693719 | Éléonore Lèbre
0000-0002-5162-6789 | A5086799274 | Daniel Scamman
0000-0002-5170-1718 | A5087187959 | Sergio Villamayor‐Tomás
0000-0002-5177-7253 | A5032822752 | Matthew Binsted
0000-0002-5183-6145 | A5049409942 | Wim Thiery
0000-0002-5213-6992 | A5010450604 | Xinyang Guo
0000-0002-5215-8657 | A5064788948 | Yuli Shan
0000-0002-5277-4353 | A5064044805 | Jasper Verschuur
0000-0002-5304-9559 | A5087890874 | Paul‐Arthur Monerie
0000-0002-5312-8070 | A5079901694 | Jost von Hardenberg
0000-0002-5325-9214 | A5009947235 | Jan Christoph Steckel
0000-0002-5342-8065 | A5055344713 | Marc Fleurbaey
0000-0002-5349-4732 | A5070937271 | Dana E. Veron
0000-0002-5362-1308 | A5058426673 | Joanna I. Lewis
0000-0002-5365-3422 | A5026030519 | Mengxi Wu
0000-0002-5369-382X | A5003751946 | James Sweeney
0000-0002-5384-179X | A5018117795 | Sixto Herrera
0000-0002-5435-9065 | A5060956790 | Katherine E. Browne
0000-0002-5457-3045 | A5013825907 | Matteo De Felice
0000-0002-5476-858X | A5022865217 | Stephen A. Klein
0000-0002-5517-6404 | A5089195195 | Allard de Wit
0000-0002-5518-0550 | A5025176073 | Tamma Carleton
0000-0002-5521-700X | A5091878875 | Maria Sharmina
0000-0002-5571-1606 | A5069279910 | Ning Lin
0000-0002-5574-9962 | A5086274687 | Radley M. Horton
0000-0002-5590-9591 | A5003882005 | E V Fedotova
0000-0002-5591-8148 | A5043613596 | Katharine J. Mach
0000-0002-5611-7780 | A5090387193 | Alessio Mastrucci
0000-0002-5616-1503 | A5076407542 | Hannah Bloomfield
0000-0002-5634-4203 | A5017296453 | Ning Zhang
0000-0002-5635-2457 | A5007565458 | Lisa V. Alexander
0000-0002-5661-711X | A5064083115 | Nikolaos Christidis
0000-0002-5670-8767 | A5100783884 | Ershun Du
0000-0002-5688-3194 | A5101466006 | J.H. Nelson
0000-0002-5710-3348 | A5078552854 | Felix Creutzig
0000-0002-5742-8716 | A5034724010 | Boris Worm
0000-0002-5776-4314 | A5079178885 | Kevin Moull
0000-0002-5782-1411 | A5032019101 | M. J. Salinger
0000-0002-5800-7403 | A5086110243 | Oliver Lilford
0000-0002-5802-975X | A5038689406 | Jeroen Smits
0000-0002-5811-388X | A5069768083 | Shinny Thakur
0000-0002-5818-4944 | A5038846975 | Alessia Elia
0000-0002-5826-4071 | A5086213049 | Harald Winkler
0000-0002-5841-6899 | A5100438850 | Xian Zhang
0000-0002-5854-1489 | A5027576417 | Christopher H. Trisos
0000-0002-5891-7941 | A5012280461 | David Alemzero
0000-0002-5905-7365 | A5016275155 | Julian Heidecke
0000-0002-5914-0345 | A5007008464 | Samuel H Gunther
0000-0002-5919-3930 | A5057839381 | Portia Adade Williams
0000-0002-5921-1182 | A5062583124 | Tom Kober
0000-0002-5923-0666 | A5039402767 | Nuno Bento
0000-0002-5923-4085 | A5006428375 | Mengyao Yuan
0000-0002-5925-0245 | A5030654945 | Hanbo Yang
0000-0002-5925-9602 | A5089821134 | J. Steinberger
0000-0002-5931-0260 | A5025518115 | Mary K. Wright
0000-0002-5937-0589 | A5046813892 | Marzio Galeotti
0000-0002-5940-4902 | A5045861113 | Guillaume Siour
0000-0002-5941-7770 | A5070191910 | Chris Huntingford
0000-0002-5952-0479 | A5061757032 | John R. Owen
0000-0002-5954-784X | A5072572739 | Mehdi Parvizi Amineh
0000-0002-5957-4637 | A5045432349 | Daniel Martínez-Castro
0000-0002-5997-290X | A5049740980 | Joaquı́n Muñoz-Sabater
0000-0002-6001-5285 | A5053737645 | Paul S. Fennell
0000-0002-6002-0607 | A5059217518 | Jean‐Luc Wybo
0000-0002-6028-352X | A5020000077 | Vassilis Daioglou
0000-0002-6045-6654 | A5089779896 | Zuzana Čičková
0000-0002-6045-7729 | A5048207204 | Thomas Wild
0000-0002-6054-8671 | A5003229308 | Alicia Zhao
0000-0002-6070-2544 | A5032448786 | Eulalie Boucher
0000-0002-6074-6467 | A5068143562 | Hervé Douville
0000-0002-6076-6337 | A5041733024 | Ollie Jay
0000-0002-6078-0171 | A5036642769 | Piers Forster
0000-0002-6107-0972 | A5016497674 | M. Makowski
0000-0002-6113-4518 | A5062523843 | Josiah Johnston
0000-0002-6120-5806 | A5100751691 | Ling Yao
